"Marital status","Application mode","Application order","Course","Daytime/evening attendance","Previous qualification","Previous qualification grade","Nationality","Mother's qualification","Father's qualification","Admission grade","Displaced","Educational special needs","Debtor","Gender","Scholarship holder","Age at enrollment","International","Semester 1 enrolled units","Semester 1 approved units","Semester 1 grade","Semester 2 enrolled units","Semester 2 approved units","Semester 2 grade","Unemployment rate","Inflation rate","GDP","Target"
"single","General contingent","2nd choice","Veterinary Nursing","daytime","qualified",130,"Portuguese","Basic education","Basic education",126.9,"no","no","yes","Female","no",24,"no",6,6,13.2857142857143,6,6,12.875,0.111,0.006,0.0202,"Graduate"
"single","Other","2nd choice","Veterinary Nursing","daytime","overqualified",150,"Portuguese","Basic education","Basic education",150,"yes","no","no","Female","no",23,"no",6,4,11.5,6,4,12.2,0.089,0.014,0.0351,"Enrolled"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",115,"Portuguese","Basic education","Basic education",108.4,"yes","no","no","Female","yes",20,"no",7,7,11.9625,8,8,13.0444444444444,0.139,-0.003,0.0079,"Graduate"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",118,"Portuguese","Basic education","Basic education",114.2,"yes","no","no","Female","no",20,"no",7,6,13.6833333333333,8,6,13.1166666666667,0.111,0.006,0.0202,"Graduate"
"single","Over 23 years old","2nd choice","Nursing","daytime","qualified",130,"Portuguese","Basic education","Secondary education and above",140,"yes","no","no","Female","no",24,"no",8,7,14.9857142857143,8,7,14.9857142857143,0.127,0.037,-0.017,"Graduate"
"not single","Over 23 years old","2nd choice","Management","daytime","qualified",130,"Portuguese","Basic education","Basic education",142.5,"no","no","no","Female","no",39,"no",5,4,11.25,5,4,11.5,0.111,0.006,0.0202,"Enrolled"
"single","General contingent","not 2nd choice","Journalism and Communication","daytime","qualified",130,"Portuguese","Basic education","Basic education",126.5,"yes","no","no","Female","no",18,"no",6,4,12.5,6,5,12.6,0.127,0.037,-0.017,"Graduate"
"single","General contingent","not 2nd choice","Veterinary Nursing","daytime","qualified",120,"Portuguese","Basic education","Basic education",111.3,"no","no","no","Female","no",20,"no",6,0,0,6,0,0,0.111,0.006,0.0202,"Dropout"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",130,"Portuguese","Secondary education and above","Secondary education and above",125.1,"yes","no","no","Female","no",18,"no",7,7,13.78,8,8,13.661,0.155,0.028,-0.0406,"Graduate"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",141,"Portuguese","Basic education","Basic education",126.3,"yes","no","no","Female","no",19,"no",7,7,13.805,8,8,14.2725,0.155,0.028,-0.0406,"Graduate"
"single","General contingent","2nd choice","Veterinary Nursing","daytime","qualified",138,"Portuguese","Secondary education and above","Basic education",142.2,"yes","no","no","Female","no",18,"no",5,5,13.8,5,5,12.6,0.108,0.014,0.0174,"Graduate"
"single","General contingent","2nd choice","Advertising and Marketing Management","daytime","qualified",113,"Portuguese","Basic education","Basic education",110.2,"yes","no","no","Female","no",22,"no",5,3,12.6666666666667,5,4,12,0.076,0.026,0.0032,"Enrolled"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",135,"Portuguese","Secondary education and above","Secondary education and above",127,"yes","no","no","Female","no",18,"no",7,7,14.4242857142857,8,8,13.9375,0.111,0.006,0.0202,"Graduate"
"single","General contingent","2nd choice","Social Service","daytime","qualified",137,"Portuguese","Secondary education and above","Secondary education and above",128.6,"no","no","no","Female","yes",18,"no",6,6,13.1666666666667,6,6,12.5,0.124,0.005,0.0179,"Graduate"
"not single","Over 23 years old","2nd choice","Management (evening attendance)","evening","qualified",133.1,"Portuguese","Basic education","Basic education",130.4,"no","no","no","Female","no",30,"no",5,3,10.6666666666667,5,5,10.4,0.127,0.037,-0.017,"Enrolled"
"not single","Other","2nd choice","Social Service","daytime","underqualified",100,"Portuguese","Basic education","Basic education",134.4,"no","no","no","Female","no",34,"no",16,14,12.0714285714286,13,11,12.2727272727273,0.076,0.026,0.0032,"Graduate"
"single","Over 23 years old","2nd choice","Social Service (evening attendance)","evening","underqualified",133.1,"Portuguese","Basic education","Basic education",100,"no","no","no","Female","no",38,"no",6,3,10.25,6,1,12,0.139,-0.003,0.0079,"Dropout"
"single","General contingent","2nd choice","Nursing","daytime","qualified",142,"Portuguese","Basic education","Basic education",133,"yes","no","no","Female","yes",19,"no",8,8,14.11,8,8,14.11,0.094,-0.008,-0.0312,"Graduate"
"single","General contingent","not 2nd choice","Basic Education","daytime","qualified",140,"Portuguese","Basic education","Basic education",126.7,"yes","no","no","Female","no",19,"no",6,5,12.4,6,3,10.6666666666667,0.108,0.014,0.0174,"Dropout"
"single","Other","2nd choice","Journalism and Communication","daytime","qualified",129,"Portuguese","Secondary education and above","Secondary education and above",129,"no","no","no","Female","no",21,"no",6,6,12,6,6,12,0.108,0.014,0.0174,"Dropout"
"single","General contingent","2nd choice","Journalism and Communication","daytime","qualified",141,"Portuguese","Secondary education and above","Secondary education and above",133.7,"yes","no","no","Female","yes",18,"no",6,6,14.8333333333333,6,6,13.5,0.111,0.006,0.0202,"Graduate"
"single","General contingent","not 2nd choice","Veterinary Nursing","daytime","qualified",118,"Portuguese","Secondary education and above","Basic education",122.2,"yes","no","no","Female","yes",20,"no",6,6,15.4285714285714,6,6,13.5,0.139,-0.003,0.0079,"Graduate"
"single","General contingent","not 2nd choice","Management","daytime","qualified",131,"Portuguese","Basic education","Basic education",128.9,"no","no","no","Female","yes",18,"no",5,5,11.6,5,5,11.4,0.162,0.003,-0.0092,"Graduate"
"single","General contingent","not 2nd choice","Communication Design","daytime","qualified",161,"Portuguese","Basic education","Basic education",154.4,"yes","no","no","Female","no",18,"no",6,6,14.1666666666667,6,6,14,0.162,0.003,-0.0092,"Graduate"
"single","Other","2nd choice","Oral Hygiene","daytime","overqualified",130,"Portuguese","Basic education","Basic education",130,"yes","no","no","Female","yes",36,"no",7,1,9.8,7,0,0,0.127,0.037,-0.017,"Dropout"
"single","General contingent","not 2nd choice","Management","daytime","qualified",121,"Portuguese","Basic education","Basic education",113,"yes","no","no","Female","yes",18,"no",5,4,10.7142857142857,5,4,11,0.139,-0.003,0.0079,"Graduate"
"single","Other","2nd choice","Equinculture","daytime","overqualified",133.1,"Portuguese","Secondary education and above","Other",123.3,"yes","no","no","Female","yes",21,"no",5,0,0,5,0,0,0.076,0.026,0.0032,"Dropout"
"single","Other","2nd choice","Equinculture","daytime","overqualified",130,"Portuguese","Secondary education and above","Secondary education and above",130,"yes","no","yes","Female","yes",21,"no",6,3,12.3333333333333,6,1,13,0.139,-0.003,0.0079,"Dropout"
"single","Other","2nd choice","Veterinary Nursing","daytime","qualified",133.1,"not Portuguese","Secondary education and above","Secondary education and above",101.3,"no","no","no","Female","no",18,"yes",6,6,13,6,6,12.25,0.111,0.006,0.0202,"Graduate"
"single","General contingent","not 2nd choice","Advertising and Marketing Management","daytime","qualified",120,"Portuguese","Secondary education and above","Other",113.7,"yes","no","no","Female","no",18,"no",5,4,11.4,5,4,11.25,0.094,-0.008,-0.0312,"Graduate"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",140,"Portuguese","Basic education","Basic education",138.8,"yes","no","no","Female","no",19,"no",7,6,12.7666666666667,7,6,12.7666666666667,0.076,0.026,0.0032,"Graduate"
"not single","Over 23 years old","2nd choice","Agronomy","daytime","underqualified",133.1,"Portuguese","Basic education","Basic education",140,"no","no","yes","Female","no",29,"no",6,5,12.6,6,6,12.6666666666667,0.111,0.006,0.0202,"Graduate"
"single","Other","2nd choice","Management","daytime","overqualified",130,"Portuguese","Basic education","Secondary education and above",130,"no","no","no","Female","yes",20,"no",7,7,13,5,5,13.4,0.111,0.006,0.0202,"Graduate"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",140,"Portuguese","Basic education","Basic education",132.5,"yes","no","no","Female","no",18,"no",7,6,14.3166666666667,7,6,14.3166666666667,0.076,0.026,0.0032,"Graduate"
"single","General contingent","2nd choice","Veterinary Nursing","daytime","qualified",124,"Portuguese","Secondary education and above","Secondary education and above",117.4,"yes","no","no","Female","no",19,"no",5,4,12.75,5,5,12,0.108,0.014,0.0174,"Graduate"
"single","General contingent","not 2nd choice","Management","daytime","qualified",115,"Portuguese","Secondary education and above","Basic education",109.8,"yes","no","no","Female","yes",19,"no",5,5,13.4,5,5,12.6,0.089,0.014,0.0351,"Graduate"
"single","Over 23 years old","2nd choice","Social Service (evening attendance)","evening","qualified",100,"Portuguese","Basic education","Secondary education and above",116.5,"no","no","yes","Female","no",37,"no",6,0,0,5,0,0,0.089,0.014,0.0351,"Dropout"
"single","General contingent","not 2nd choice","Veterinary Nursing","daytime","qualified",162,"Portuguese","Basic education","Secondary education and above",165.2,"yes","no","no","Female","yes",18,"no",5,4,15.75,5,5,13.8,0.108,0.014,0.0174,"Graduate"
"single","General contingent","2nd choice","Basic Education","daytime","qualified",121,"Portuguese","Basic education","Basic education",113,"yes","no","no","Female","no",21,"no",6,5,12.4,6,1,11,0.127,0.037,-0.017,"Dropout"
"single","General contingent","2nd choice","Social Service","daytime","qualified",125,"Portuguese","Secondary education and above","Basic education",123.3,"no","no","no","Female","yes",19,"no",6,6,11.5,6,6,12.3333333333333,0.124,0.005,0.0179,"Graduate"
"single","General contingent","not 2nd choice","Advertising and Marketing Management","daytime","qualified",123,"Portuguese","Secondary education and above","Secondary education and above",116.7,"no","no","no","Female","no",19,"no",5,5,13.4,5,5,14,0.094,-0.008,-0.0312,"Graduate"
"not single","Over 23 years old","2nd choice","Management (evening attendance)","evening","overqualified",140,"Portuguese","Basic education","Basic education",110,"no","no","no","Female","yes",35,"no",5,3,11.6666666666667,5,5,11.8,0.127,0.037,-0.017,"Enrolled"
"not single","Over 23 years old","2nd choice","Nursing","daytime","qualified",133.1,"Portuguese","Basic education","Basic education",118.9,"no","no","no","Female","no",30,"no",7,0,0,8,0,0,0.139,-0.003,0.0079,"Dropout"
"single","Other","not 2nd choice","Journalism and Communication","daytime","qualified",120,"Portuguese","Other","Other",103.6,"yes","no","no","Female","no",27,"no",8,7,13.2857142857143,7,5,11.6,0.094,-0.008,-0.0312,"Dropout"
"not single","General contingent","2nd choice","Tourism","daytime","qualified",136,"Portuguese","Basic education","Basic education",122.7,"no","no","no","Female","yes",45,"no",6,4,11.5,6,2,10.5,0.076,0.026,0.0032,"Dropout"
"not single","Over 23 years old","2nd choice","Social Service (evening attendance)","evening","qualified",133.1,"Portuguese","Basic education","Basic education",113.5,"no","no","no","Female","yes",50,"no",9,8,13.25,7,7,11.7142857142857,0.127,0.037,-0.017,"Graduate"
"not single","Other","2nd choice","Management","daytime","qualified",110,"Portuguese","Basic education","Basic education",128.2,"no","no","no","Female","no",41,"no",14,11,12.25,10,10,13.4,0.094,-0.008,-0.0312,"Graduate"
"single","Other","2nd choice","Nursing","daytime","qualified",120,"Portuguese","Basic education","Basic education",120,"yes","no","no","Female","no",26,"no",7,6,12,7,6,12,0.076,0.026,0.0032,"Enrolled"
"single","Over 23 years old","2nd choice","Agronomy","daytime","underqualified",133.1,"Portuguese","Basic education","Basic education",130,"no","no","no","Female","no",44,"no",6,1,12,6,0,0,0.111,0.006,0.0202,"Dropout"
"not single","Other","2nd choice","Management","daytime","overqualified",110,"Portuguese","Basic education","Basic education",110,"no","no","no","Female","no",23,"no",15,13,10.9230769230769,10,7,11.1428571428571,0.155,0.028,-0.0406,"Graduate"
"single","Other","2nd choice","Biofuel Production Technologies","daytime","qualified",130,"Portuguese","Basic education","Basic education",117.7,"no","no","no","Female","no",34,"no",12,10,12,10,5,11,0.111,0.006,0.0202,"Dropout"
"single","General contingent","2nd choice","Management","daytime","qualified",102,"Portuguese","Basic education","Basic education",99.6,"yes","no","no","Female","yes",21,"no",5,5,13.7142857142857,5,5,14.4,0.111,0.006,0.0202,"Graduate"
"single","Other","not 2nd choice","Management","daytime","qualified",127,"not Portuguese","Secondary education and above","Basic education",117.9,"yes","no","no","Female","no",22,"yes",5,1,10,5,2,13,0.076,0.026,0.0032,"Dropout"
"not single","Over 23 years old","2nd choice","Social Service (evening attendance)","evening","qualified",133.1,"Portuguese","Basic education","Basic education",113,"no","no","no","Female","yes",32,"no",6,2,10.3333333333333,6,6,11.5,0.162,0.003,-0.0092,"Graduate"
"single","General contingent","not 2nd choice","Oral Hygiene","daytime","qualified",137,"not Portuguese","Secondary education and above","Secondary education and above",124.4,"yes","no","no","Female","no",20,"yes",7,7,12.7285714285714,8,8,14.625,0.155,0.028,-0.0406,"Graduate"
"not single","Other","2nd choice","Social Service (evening attendance)","evening","overqualified",130,"Portuguese","Other","Other",140,"no","no","no","Female","no",59,"no",15,12,13.3333333333333,8,8,12.875,0.108,0.014,0.0174,"Dropout"
"not single","Other","2nd choice","Management","daytime","overqualified",130,"Portuguese","Basic education","Basic education",132.4,"no","no","no","Female","no",30,"no",11,9,12.2222222222222,9,9,11.6,0.089,0.014,0.0351,"Enrolled"
"single","General contingent","not 2nd choice","Tourism","daytime","qualified",131,"Portuguese","Basic education","Other",124,"yes","no","no","Female","yes",18,"no",6,6,11.3333333333333,6,6,10.8333333333333,0.094,-0.008,-0.0312,"Graduate"
"not single","Over 23 years old","2nd choice","Management (evening attendance)","evening","qualified",162,"Portuguese","Basic education","Basic education",132,"no","no","yes","Male","no",25,"no",5,4,11,5,4,12,0.076,0.026,0.0032,"Enrolled"
"not single","Other","2nd choice","Management (evening attendance)","evening","qualified",140,"Portuguese","Basic education","Basic education",149.8,"no","no","no","Male","no",36,"no",5,5,13.8,5,5,13.8,0.127,0.037,-0.017,"Graduate"
"single","Other","2nd choice","Oral Hygiene","daytime","overqualified",160,"Portuguese","Basic education","Basic education",160,"no","no","no","Male","no",36,"no",7,1,12,7,0,0,0.111,0.006,0.0202,"Dropout"
"single","General contingent","not 2nd choice","Advertising and Marketing Management","daytime","qualified",117,"Portuguese","Basic education","Basic education",114.6,"no","no","no","Male","no",19,"no",6,4,11.25,6,3,10.1666666666667,0.108,0.014,0.0174,"Dropout"
"single","Over 23 years old","2nd choice","Management (evening attendance)","evening","qualified",150,"Portuguese","Secondary education and above","Basic education",120,"no","no","no","Male","no",25,"no",5,4,10.5,5,5,12,0.094,-0.008,-0.0312,"Graduate"
"single","Over 23 years old","2nd choice","Agronomy","daytime","underqualified",133.1,"Portuguese","Basic education","Basic education",100,"no","no","no","Male","no",35,"no",18,18,11.5555555555556,13,13,11.6153846153846,0.155,0.028,-0.0406,"Graduate"
"single","General contingent","2nd choice","Social Service","daytime","qualified",125,"Portuguese","Secondary education and above","Secondary education and above",128.5,"no","no","no","Male","no",20,"no",6,1,14,6,0,0,0.162,0.003,-0.0092,"Dropout"
"single","Over 23 years old","2nd choice","Agronomy","daytime","qualified",130,"Portuguese","Basic education","Basic education",113,"yes","no","no","Male","no",35,"no",6,1,13,6,0,0,0.155,0.028,-0.0406,"Dropout"
"single","General contingent","2nd choice","Social Service","daytime","qualified",170,"Portuguese","Basic education","Basic education",150.8,"yes","no","no","Female","no",27,"no",6,2,11,6,1,11,0.076,0.026,0.0032,"Dropout"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",132,"Portuguese","Basic education","Secondary education and above",130.8,"yes","no","no","Female","no",18,"no",8,7,13.6814285714286,8,7,13.6814285714286,0.108,0.014,0.0174,"Enrolled"
"single","Other","2nd choice","Nursing","daytime","qualified",133.1,"Portuguese","Basic education","Basic education",114.5,"no","no","no","Female","no",23,"no",7,6,12.1,7,6,12.6166666666667,0.162,0.003,-0.0092,"Enrolled"
"single","General contingent","not 2nd choice","Social Service (evening attendance)","evening","qualified",120,"Portuguese","Basic education","Secondary education and above",114.8,"yes","no","no","Female","no",19,"no",6,4,10.5,6,4,11.25,0.108,0.014,0.0174,"Graduate"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",126,"Portuguese","Basic education","Basic education",126.2,"yes","no","no","Female","yes",18,"no",7,5,11.94,7,6,12.8,0.111,0.006,0.0202,"Enrolled"
"single","Over 23 years old","2nd choice","Nursing","daytime","qualified",130,"Portuguese","Basic education","Basic education",129,"no","no","yes","Female","no",26,"no",7,4,12.86,7,5,11.5666666666667,0.124,0.005,0.0179,"Dropout"
"single","General contingent","2nd choice","Social Service","daytime","qualified",133.1,"Portuguese","Secondary education and above","Basic education",110.5,"no","no","no","Female","no",19,"no",6,6,14.25,6,6,14,0.162,0.003,-0.0092,"Graduate"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",141,"Portuguese","Basic education","Basic education",132.5,"yes","no","no","Female","no",19,"no",7,0,0,8,0,0,0.127,0.037,-0.017,"Dropout"
"single","General contingent","2nd choice","Animation and Multimedia Design","daytime","qualified",138,"Portuguese","Basic education","Basic education",130.7,"yes","no","no","Female","no",18,"no",0,0,0,0,0,0,0.139,-0.003,0.0079,"Dropout"
"single","General contingent","2nd choice","Nursing","daytime","qualified",130,"Portuguese","Basic education","Secondary education and above",130.4,"yes","no","no","Female","yes",19,"no",7,7,13.8942857142857,8,8,14.3625,0.111,0.006,0.0202,"Graduate"
"single","General contingent","2nd choice","Nursing","daytime","qualified",128,"Portuguese","Basic education","Basic education",124.3,"yes","no","no","Female","yes",19,"no",7,7,13.46875,8,8,13.31375,0.155,0.028,-0.0406,"Graduate"
"single","General contingent","not 2nd choice","Veterinary Nursing","daytime","qualified",135,"Portuguese","Basic education","Basic education",132.6,"yes","no","no","Female","yes",19,"no",5,5,13.6,5,5,14.6,0.108,0.014,0.0174,"Graduate"
"single","Other","2nd choice","Social Service (evening attendance)","evening","overqualified",150,"Portuguese","Secondary education and above","Basic education",146.7,"no","no","no","Female","yes",21,"no",6,6,14.6666666666667,6,6,13.8333333333333,0.124,0.005,0.0179,"Graduate"
"single","General contingent","not 2nd choice","Journalism and Communication","daytime","qualified",135,"Portuguese","Secondary education and above","Secondary education and above",130.1,"yes","no","no","Female","no",18,"no",6,6,13.6666666666667,6,6,13,0.155,0.028,-0.0406,"Graduate"
"not single","Other","2nd choice","Tourism","daytime","overqualified",120,"Portuguese","Basic education","Basic education",120,"yes","no","no","Female","no",33,"no",12,10,13.3,11,11,13.7272727272727,0.094,-0.008,-0.0312,"Graduate"
"single","Other","2nd choice","Social Service (evening attendance)","evening","overqualified",120,"Portuguese","Basic education","Basic education",121.3,"no","no","no","Female","no",32,"no",11,11,13.4545454545455,11,7,12.4285714285714,0.127,0.037,-0.017,"Graduate"
"single","General contingent","not 2nd choice","Nursing","daytime","qualified",140,"Portuguese","Basic education","Basic education",133.3,"yes","no","no","Female","yes",17,"no",8,8,13.41625,8,8,13.41625,0.094,-0.008,-0.0312,"Graduate"
"not single","Over 23 years old","2nd choice","Nursing","daytime","qualified",140,"Portuguese","Basic education","Basic education",110.5,"no","no","no","Female","no",31,"no",7,0,0,8,0,0,0.127,0.037,-0.017,"Dropout"
"not single","Over 23 years old","2nd choice","Social Service (evening attendance)","evening","qualified",140,"Portuguese","Basic education","Basic education",102.5,"no","no","no","Female","yes",32,"no",6,6,11.3333333333333,6,5,13,0.155,0.028,-0.0406,"Graduate"
"single","General contingent","not 2nd choice","Veterinary Nursing","daytime","qualified",156,"Portuguese","Secondary education and above","Secondary education and above",150.9,"yes","no","no","Female","no",18,"no",6,6,16,6,6,14.625,0.111,0.006,0.0202,"Dropout"
"single","Other","2nd choice","Communication Design","daytime","underqualified",133.1,"Portuguese","Basic education","Basic education",106.6,"no","no","yes","Female","no",31,"no",6,5,11,6,6,10.1666666666667,0.089,0.014,0.0351,"Enrolled"
"single","General contingent","2nd choice","Tourism","daytime","qualified",120,"Portuguese","Secondary education and above","Secondary education and above",118.3,"no","no","no","Male","no",20,"no",6,6,12.8571428571429,6,5,12.4,0.089,0.014,0.0351,"Enrolled"
"single","Other","2nd choice","Management (evening attendance)","evening","qualified",100,"Portuguese","Secondary education and above","Basic education",117.9,"no","no","no","Male","no",40,"no",5,0,0,5,0,0,0.108,0.014,0.0174,"Dropout"
"not single","General contingent","2nd choice","Management (evening attendance)","evening","qualified",120,"Portuguese","Basic education","Basic education",135,"yes","no","no","Male","no",32,"no",5,5,14.8,5,5,14.2,0.076,0.026,0.0032,"Graduate"
"single","Other","2nd choice","Informatics Engineering","daytime","overqualified",120,"Portuguese","Basic education","Basic education",120,"no","no","no","Male","no",40,"no",5,1,13,5,2,14,0.127,0.037,-0.017,"Dropout"
"single","General contingent","2nd choice","Animation and Multimedia Design","daytime","qualified",172,"Portuguese","Secondary education and above","Secondary education and above",167.1,"no","no","no","Male","yes",18,"no",0,0,0,0,0,0,0.162,0.003,-0.0092,"Graduate"
"single","Other","2nd choice","Management (evening attendance)","evening","qualified",120,"Portuguese","Basic education","Basic education",115.8,"no","no","yes","Male","no",28,"no",9,4,10,6,1,10,0.127,0.037,-0.017,"Dropout"
"single","Other","not 2nd choice","Communication Design","daytime","qualified",137,"Portuguese","Secondary education and above","Secondary education and above",141.2,"yes","no","yes","Male","no",19,"no",6,5,11.2,6,6,12,0.094,-0.008,-0.0312,"Graduate"
"single","General contingent","2nd choice","Journalism and Communication","daytime","qualified",117,"Portuguese","Secondary education and above","Basic education",118.4,"no","no","no","Male","yes",19,"no",6,6,11.8333333333333,6,3,13,0.155,0.028,-0.0406,"Graduate"
"single","General contingent","not 2nd choice","Management","daytime","qualified",142,"Portuguese","Basic education","Basic education",134.3,"no","yes","no","Male","no",21,"no",5,0,0,5,0,0,0.108,0.014,0.0174,"Dropout"
"single","General contingent","not 2nd choice","Management","daytime","qualified",135,"Portuguese","Basic education","Secondary education and above",128.7,"yes","no","no","Male","no",22,"no",5,2,10.5,5,0,0,0.076,0.026,0.0032,"Dropout"
"single","General contingent","not 2nd choice","Informatics Engineering","daytime","qualified",115,"Portuguese","Secondary education and above","Secondary education and above",116.1,"yes","no","no","Male","no",18,"no",5,5,12.5,5,5,13.5714285714286,0.124,0.005,0.0179,"Dropout"
"single","Over 23 years old","2nd choice","Animation and Multimedia Design","daytime","qualified",110,"Portuguese","Basic education","Secondary education and above",100,"yes","no","no","Male","no",27,"no",0,0,0,0,0,0,0.094,-0.008,-0.0312,"Dropout"
"single","General contingent","2nd choice","Animation and Multimedia Design","daytime","qualified",123,"Portuguese","Secondary education and above","Secondary education and above",118.8,"no","no","no","Male","no",19,"no",10,5,11,7,2,10,0.089,0.014,0.0351,"Enrolled"
"not single","Other","2nd choice","Management (evening attendance)","evening","qualified",140,"Portuguese","Basic education","Basic education",130,"yes","no","no","Male","no",30,"no",10,9,12.3333333333333,10,8,12,0.094,-0.008,-0.0312,"Graduate"
"single","Over 23 years old","2nd choice","Equinculture","daytime","overqualified",150,"Portuguese","Secondary education and above","Secondary education and above",150,"no","no","no","Male","no",28,"no",6,0,0,6,1,10,0.162,0.003,-0.0092,"Dropout"
"not single","Over 23 years old","2nd choice","Informatics Engineering","daytime","qualified",120,"Portuguese","Basic education","Basic education",116,"no","no","yes","Male","yes",34,"no",5,1,17,5,2,11,0.094,-0.008,-0.0312,"Enrolled"
"single","General contingent","2nd choice","Management","daytime","qualified",110,"Portuguese","Secondary education and above","Secondary education and above",99,"no","no","no","Male","no",21,"no",5,5,11,5,3,11.4285714285714,0.108,0.014,0.0174,"Enrolled"
"single","General contingent","2nd choice","Social Service","daytime","qualified",133,"Portuguese","Secondary education and above","Basic education",132,"no","no","no","Male","yes",20,"no",6,5,11.1428571428571,6,6,11.5714285714286,0.162,0.003,-0.0092,"Graduate"
"single","Other","2nd choice","Tourism","daytime","qualified",110,"Portuguese","Basic education","Basic education",125,"no","no","no","Male","no",31,"no",8,5,12.1666666666667,7,5,12,0.076,0.026,0.0032,"Dropout"
"single","General contingent","2nd choice","Informatics Engineering","daytime","qualified",126,"Portuguese","Secondary education and above","Secondary education and above",116.2,"no","no","yes","Male","no",21,"no",5,2,11,5,2,11.5,0.076,0.026,0.0032,"Dropout"
"single","Over 23 years old","not 2nd choice","Advertising and Marketing Management","daytime","underqualified",133.1,"Portuguese","Other","Other",100,"yes","no","no","Male","no",27,"no",5,1,11,5,3,10.6666666666667,0.076,0.026,0.0032,"Dropout"
"single","General contingent","not 2nd choice","Journalism and Communication","daytime","qualified",136,"Portuguese","Basic education","Basic education",132.9,"yes","no","no","Male","no",19,"no",6,4,13.25,6,5,11.8,0.076,0.026,0.0032,"Graduate"
"single","General contingent","not 2nd choice","Journalism and Communication","daytime","qualified",129,"Portuguese","Secondary education and above","Secondary education and above",132.5,"yes","no","no","Male","no",21,"no",6,0,0,6,1,10,0.108,0.014,0.0174,"Enrolled"
"single","Other","2nd choice","Agronomy","daytime","overqualified",140,"Portuguese","Basic education","Basic education",140,"yes","no","no","Male","no",21,"no",6,2,12.5,6,0,0,0.162,0.003,-0.0092,"Dropout"
"single","Other","2nd choice","Advertising and Marketing Management","daytime","qualified",160,"Portuguese","Other","Other",100.1,"no","no","no","Male","no",35,"no",10,7,12.1428571428571,9,4,12.25,0.076,0.026,0.0032,"Dropout"
"single","Over 23 years old","2nd choice","Veterinary Nursing","daytime","qualified",133.1,"Portuguese","Basic education","Other",128.2,"no","no","no","Male","no",28,"no",5,3,12,5,3,11.3333333333333,0.076,0.026,0.0032,"Dropout"
"single","General contingent","2nd choice","Advertising and Marketing Management","daytime","qualified",140,"Portuguese","Secondary education and above","Secondary education and above",133.4,"no","no","no","Male","no",24,"no",6,4,11.25,6,4,10.4285714285714,0.108,0.014,0.0174,"Enrolled"
"single","General contingent","not 2nd choice","Journalism and Communication","daytime","qualified",142,"Portuguese","Other","Secondary education and above",136.1,"yes","no","no","Male","no",19,"no",4,0,0,6,0,0,0.094,-0.008,-0.0312,"Dropout"
"single","General contingent","2nd choice","Advertising and Marketing Management","daytime","qualified",138,"Portuguese","Secondary education and above","Secondary education and above",123,"no","no","yes","Male","no",20,"no",6,5,12.4,6,4,13,0.139,-0.003,0.0079,"Enrolled"
"single","General contingent","2nd choice","Communication Design","daytime","qualified",131,"Portuguese","Secondary education and above","Basic education",130.3,"yes","no","no","Male","yes",20,"no",6,6,12.8333333333333,6,6,12.6666666666667,0.162,0.003,-0.0092,"Graduate"
"single","General contingent","2nd choice","Informatics Engineering","daytime","qualified",160,"Portuguese","Basic education","Basic education",153.7,"no","no","no","Male","no",19,"no",5,1,13,5,2,10,0.094,-0.008,-0.0312,"Enrolled"
"single","Over 23 years old","2nd choice","Veterinary Nursing","daytime","qualified",110,"Portuguese","Secondary education and above","Secondary education and above",142.5,"no","no","yes","Male","no",37,"no",7,5,12,7,3,11.6666666666667,0.089,0.014,0.0351,"Dropout"
"single","General contingent","2nd choice","Tourism","daytime","qualified",124,"Portuguese","Basic education","Basic education",114.6,"yes","no","no","Male","no",19,"no",6,2,12,6,1,13,0.076,0.026,0.0032,"Dropout"
"single","Over 23 years old","2nd choice","Nursing","daytime","qualified",120,"Portuguese","Basic education","Basic education",108.5,"no","no","no","Male","no",36,"no",7,0,0,7,0,0,0.139,-0.003,0.0079,"Dropout"
"single","Over 23 years old","2nd choice","Management","daytime","underqualified",133.1,"Portuguese","Basic education","Basic education",140,"no","no","no","Male","no",29,"no",5,0,0,5,0,0,0.094,-0.008,-0.0312,"Dropout"
"single","Over 23 years old","2nd choice","Agronomy","daytime","qualified",133.1,"Portuguese","Basic education","Basic education",120,"no","no","no","Male","no",30,"no",6,6,11.375,6,5,11.6,0.139,-0.003,0.0079,"Graduate"
"single","Other","2nd choice","Advertising and Marketing Management","daytime","underqualified",133.1,"Portuguese","Secondary education and above","Secondary education and above",120,"no","no","yes","Male","no",32,"no",6,2,12,6,0,0,0.111,0.006,0.0202,"Dropout"
"single","General contingent","2nd choice","Social Service (evening attendance)","evening","qualified",123,"Portuguese","Secondary education and above","Secondary education and above",127.6,"yes","no","no","Male","no",26,"no",6,6,11.8333333333333,6,6,11.6666666666667,0.108,0.014,0.0174,"Enrolled"
